match_number,match_id,team,Accurate passes,Aerial duels,Ball possession,Big chances,Big chances missed,Big chances scored,Blocked shots,Clearances,Corner kicks,Crosses,Dispossessed,Dribbles,Duels,Expected goals,Final third entries,Fouled in final third,Free kicks,Goal kicks,Goalkeeper saves,Ground duels,Hit woodwork,Interceptions,Long balls,Offsides,Passes,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Yellow cards
113,12436493,aston-villa,272,7/14 (50%),72%,1,1,0,5,8,6,2/11 (18%),7,6/9 (67%),43%,1.12,38,0,1,4,3,13/33 (39%),0,2,9/17 (53%),0,314,30,,10,3,2,0,6,67%,0,9,3,10,6,3
113,12436493,crystal-palace,77,7/14 (50%),28%,2,2,0,1,15,1,2/10 (20%),4,3/5 (60%),57%,0.43,25,2,8,5,1,20/33 (61%),1,6,6/30 (20%),0,115,26,,5,4,3,3,10,60%,0,8,1,8,10,2
114,12436491,bournemouth,248,4/17 (24%),63%,4,3,1,3,4,4,5/26 (19%),6,3/8 (38%),39%,1.12,46,0,3,3,0,17/37 (46%),1,7,13/23 (57%),3,278,36,0,10,7,3,3,11,45%,0,7,0,13,11,1
114,12436491,brighton,138,13/17 (76%),37%,1,0,1,0,20,0,0/0 (0%),7,4/8 (50%),61%,0.45,29,0,6,10,2,20/37 (54%),0,5,9/31 (29%),0,180,26,1,2,1,1,0,11,64%,1,6,2,2,11,2
115,12436488,everton,241,8/20 (40%),72%,1,1,,5,6,5,7/26 (27%),8,4/6 (67%),46%,0.77,48,1,5,2,1,16/32 (50%),0,0,14/23 (61%),2,270,29,0,9,6,3,5,7,57%,0,6,1,14,7,
115,12436488,brentford,81,12/20 (60%),28%,0,0,,1,21,0,0/3 (0%),3,3/7 (43%),54%,0.12,26,1,4,8,3,16/32 (50%),0,2,11/28 (39%),1,117,25,0,1,1,1,2,10,60%,0,6,3,3,10,
116,12436490,fulham,274,3/5 (60%),66%,0,0,0,2,7,2,4/12 (33%),5,2/6 (33%),50%,0.18,34,0,5,2,0,17/35 (49%),1,2,10/23 (43%),1,317,30,,1,1,2,4,10,70%,0,9,0,5,10,2
116,12436490,wolves,135,2/5 (40%),34%,1,0,1,2,19,2,0/4 (0%),6,4/8 (50%),50%,0.63,24,0,6,3,2,18/35 (51%),0,6,12/28 (43%),1,166,31,,5,2,3,2,9,56%,0,13,2,7,9,0
117,12436499,man-city,276,5/8 (63%),64%,2,2,0,5,2,6,2/18 (11%),6,7/9 (78%),46%,1.04,37,1,5,0,1,18/42 (43%),1,3,12/17 (71%),1,301,27,,9,5,3,4,6,83%,1,11,1,13,6,4
117,12436499,tottenham,137,3/8 (38%),36%,4,2,2,0,10,0,1/1 (100%),4,6/8 (75%),54%,1.55,13,0,10,8,3,24/42 (57%),1,3,8/23 (35%),0,174,24,,4,1,3,0,8,88%,0,5,3,4,8,1
118,12436506,southampton,172,4/6 (67%),44%,1,0,1,0,20,0,1/2 (50%),3,2/8 (25%),43%,0.26,18,1,4,6,2,14/36 (39%),0,2,5/21 (24%),0,201,20,,2,2,1,1,8,50%,0,3,2,3,8,2
118,12436506,liverpool,210,2/6 (33%),56%,6,4,2,7,1,8,5/18 (28%),4,7/11 (64%),57%,2.53,31,5,6,4,0,22/36 (61%),1,5,8/17 (47%),0,245,22,,11,5,4,5,9,56%,1,10,0,16,9,2
119,12436497,ipswich,118,5/12 (42%),30%,2,2,0,1,9,1,2/5 (40%),6,1/3 (33%),47%,0.86,24,1,5,2,1,16/33 (48%),0,2,7/25 (28%),0,158,26,,2,1,2,2,10,30%,0,10,1,4,10,
119,12436497,man-utd,331,7/12 (58%),70%,1,1,0,2,5,3,0/4 (0%),3,3/10 (30%),53%,0.45,30,1,6,1,2,17/33 (52%),0,5,15/33 (45%),0,382,27,,5,3,1,1,8,50%,0,12,2,6,8,
120,12436496,newcastle,214,2/14 (14%),50%,0,0,,3,12,5,3/20 (15%),13,2/6 (33%),31%,0.47,33,1,4,2,3,15/40 (38%),0,6,6/19 (32%),0,253,26,,5,5,0,3,10,60%,,12,3,8,10,1
120,12436496,west-ham,227,12/14 (86%),50%,0,0,,4,23,1,1/9 (11%),5,4/9 (44%),69%,0.60,31,1,5,7,0,25/40 (63%),0,4,15/34 (44%),0,264,27,,5,1,4,4,17,82%,,8,0,9,17,0
121,12436501,brighton,218,7/13 (54%),55%,0,0,0,4,6,6,7/24 (29%),4,4/8 (50%),38%,0.75,23,3,6,2,1,12/37 (32%),0,1,6/15 (40%),3,241,22,,8,5,3,4,2,100%,0,9,1,12,2,1
121,12436501,southampton,178,6/13 (46%),45%,0,0,0,3,19,1,1/10 (10%),1,9/10 (90%),62%,0.37,20,0,9,9,3,25/37 (68%),1,1,11/23 (48%),1,204,18,,4,0,2,1,8,38%,1,0,3,5,8,2
122,12436500,brentford,241,8/15 (53%),55%,1,,1,1,21,1,2/7 (29%),6,11/16 (69%),56%,0.75,38,2,4,4,1,27/48 (56%),0,5,6/16 (38%),1,280,33,,2,1,2,2,12,42%,1,5,1,4,12,1
122,12436500,leicester,174,7/15 (47%),45%,0,,0,3,12,3,2/14 (14%),4,4/12 (33%),44%,0.28,28,1,6,5,1,21/48 (44%),0,5,11/33 (33%),0,218,26,,1,1,1,4,11,45%,0,9,1,5,11,1
123,12436502,crystal-palace,171,11/21 (52%),56%,4,3,1,5,14,5,4/13 (31%),6,3/5 (60%),58%,1.12,26,0,8,0,0,27/45 (60%),0,5,14/28 (50%),1,217,30,,8,2,4,3,18,61%,1,11,0,11,18,3
123,12436502,newcastle,129,10/21 (48%),44%,0,0,0,0,18,6,1/13 (8%),9,2/11 (18%),42%,0.00,23,3,8,3,2,18/45 (40%),0,4,14/20 (70%),1,167,24,,0,0,0,0,8,75%,1,12,2,0,8,3
124,12436503,forest,100,5/17 (29%),40%,2,1,1,2,9,6,2/7 (29%),5,2/8 (25%),43%,1.14,30,1,5,0,1,17/34 (50%),1,5,6/22 (27%),2,147,24,,2,0,3,3,10,70%,1,12,1,5,10,0
124,12436503,ipswich,176,12/17 (71%),60%,0,0,0,1,11,2,1/8 (13%),4,3/9 (33%),57%,0.29,22,0,3,4,2,17/34 (50%),0,2,7/20 (35%),1,225,20,,3,2,1,1,11,64%,0,17,2,4,11,1
125,12436922,wolves,192,6/16 (38%),59%,1,0,1,0,15,1,0/7 (0%),3,2/10 (20%),49%,0.14,18,0,6,3,1,27/51 (53%),0,6,13/25 (52%),2,233,27,,2,2,2,2,20,60%,,14,1,4,20,4
125,12436922,bournemouth,116,10/16 (63%),41%,1,0,1,1,5,2,0/9 (0%),13,2/9 (22%),51%,1.05,27,4,10,3,1,24/51 (47%),0,4,12/26 (46%),0,157,28,,4,1,2,0,11,64%,,7,1,4,11,0
126,12436914,west-ham,164,6/10 (60%),46%,1,1,0,2,6,1,1/6 (17%),5,4/8 (50%),60%,0.84,26,2,7,4,1,22/37 (59%),0,4,16/30 (53%),0,201,20,,6,3,2,1,11,82%,0,7,1,7,11,1
126,12436914,arsenal,200,4/10 (40%),54%,0,0,0,1,10,4,1/6 (17%),5,2/8 (25%),40%,0.33,25,1,4,3,2,15/37 (41%),0,3,11/23 (48%),1,238,24,,4,4,1,2,9,33%,1,9,2,6,9,0
127,12436498,chelsea,259,3/7 (43%),63%,1,1,,2,5,1,2/5 (40%),1,4/8 (50%),43%,0.72,33,1,3,3,1,14/33 (42%),0,2,8/22 (36%),1,287,23,,5,3,3,3,8,63%,0,5,1,8,8,2
127,12436498,aston-villa,138,4/7 (57%),37%,1,1,,3,6,4,2/6 (33%),5,3/6 (50%),57%,0.54,16,0,13,5,2,19/33 (58%),0,5,7/16 (44%),1,164,18,,5,2,2,2,5,60%,1,3,2,7,5,2
128,12436505,man-utd,272,2/8 (25%),59%,2,0,2,2,4,0,0/0 (0%),1,4/8 (50%),49%,0.70,11,0,6,2,1,18/33 (55%),0,4,15/24 (63%),0,297,23,,4,1,2,1,8,63%,1,3,1,5,8,2
128,12436505,everton,177,6/8 (75%),41%,1,1,0,3,2,1,1/6 (17%),3,4/9 (44%),51%,0.38,23,4,6,1,0,15/33 (45%),0,2,11/16 (69%),1,200,20,,2,0,1,2,5,60%,0,5,0,4,5,2
129,12436507,tottenham,233,5/15 (33%),54%,1,0,1,1,10,3,1/8 (13%),4,2/8 (25%),47%,0.45,31,1,10,3,3,20/38 (53%),0,4,8/12 (67%),1,266,27,0,2,1,1,1,8,75%,0,12,3,3,8,0
129,12436507,fulham,190,10/15 (67%),46%,2,2,0,0,10,3,3/12 (25%),4,6/10 (60%),53%,0.67,29,0,3,2,0,18/38 (47%),0,9,19/28 (68%),0,227,32,1,5,2,4,1,10,60%,0,5,0,6,10,1
130,12436504,liverpool,121,2/3 (67%),34%,3,2,1,2,11,2,1/4 (25%),1,1/6 (17%),48%,1.87,13,2,2,3,3,20/43 (47%),0,4,8/28 (29%),2,154,27,,6,3,3,2,16,63%,1,9,3,8,16,0
130,12436504,man-city,282,1/3 (33%),66%,1,1,0,3,11,4,0/7 (0%),9,11/18 (61%),52%,0.71,24,0,6,4,2,23/43 (53%),0,2,4/10 (40%),3,309,22,,6,2,2,1,6,100%,0,7,2,7,6,0
131,12436961,ipswich,238,18/25 (72%),60%,1,1,0,1,12,1,2/14 (14%),3,7/11 (64%),67%,0.28,35,2,7,5,1,22/35 (63%),1,4,19/34 (56%),1,286,24,,3,4,1,3,8,75%,0,6,1,6,8,1
131,12436961,crystal-palace,150,7/25 (28%),40%,2,1,1,1,14,3,0/7 (0%),6,1/3 (33%),33%,0.77,33,0,5,4,1,13/35 (37%),0,3,13/44 (30%),1,197,25,,3,1,2,1,7,57%,1,5,1,4,7,3
132,12436966,leicester,109,8/19 (42%),35%,4,3,1,0,18,2,1/6 (17%),5,3/7 (43%),54%,0.79,19,1,5,8,1,28/48 (58%),0,3,17/34 (50%),1,150,24,,5,2,3,0,20,75%,0,4,1,5,20,0
132,12436966,west-ham,242,11/19 (58%),65%,3,2,1,3,4,6,5/15 (33%),6,8/22 (36%),46%,1.45,34,1,3,3,1,20/48 (42%),0,2,15/25 (60%),2,282,28,,10,5,3,1,8,50%,1,18,1,11,8,1
133,12436947,everton,144,4/8 (50%),43%,1,1,,2,13,2,0/6 (0%),9,7/13 (54%),47%,0.46,32,1,4,4,0,21/45 (47%),0,7,16/29 (55%),3,179,26,,4,3,0,1,11,55%,,8,0,5,11,1
133,12436947,wolves,202,4/8 (50%),57%,0,0,,1,6,3,0/6 (0%),4,6/13 (46%),53%,0.02,26,0,4,3,0,24/45 (53%),0,3,10/31 (32%),0,246,22,,0,0,0,1,15,67%,,11,0,1,15,0
134,12436972,man-city,283,2/3 (67%),66%,0,0,0,2,9,5,2/6 (33%),7,8/13 (62%),56%,0.45,25,1,8,4,1,21/38 (55%),0,2,15/22 (68%),1,309,26,,4,3,3,4,5,80%,0,7,1,8,5,2
134,12436972,forest,126,1/3 (33%),34%,0,0,0,1,6,0,1/6 (17%),2,1/4 (25%),44%,0.24,19,1,4,3,2,17/38 (45%),0,7,8/17 (47%),0,156,27,,2,2,1,2,12,58%,0,6,2,4,12,3
135,12436978,newcastle,139,3/6 (50%),44%,3,1,2,2,9,0,1/6 (17%),5,6/12 (50%),50%,1.20,20,3,9,4,1,20/40 (50%),0,2,6/18 (33%),3,174,26,,4,4,2,4,5,80%,2,12,1,8,5,2
135,12436978,liverpool,196,3/6 (50%),56%,4,3,1,3,10,2,2/10 (20%),0,4/9 (44%),50%,1.74,24,0,5,4,0,20/40 (50%),1,4,8/21 (38%),0,229,24,,10,4,4,1,11,45%,0,9,0,11,11,2
136,12436984,southampton,154,4/7 (57%),36%,1,1,0,0,14,1,0/4 (0%),1,8/13 (62%),62%,0.33,12,0,6,4,3,19/30 (63%),0,4,8/20 (40%),2,181,17,0,1,0,1,0,5,80%,0,4,3,1,5,1
136,12436984,chelsea,309,3/7 (43%),64%,7,6,1,2,4,4,1/7 (14%),2,3/6 (50%),38%,2.59,41,0,2,0,1,11/30 (37%),1,6,7/8 (88%),1,329,21,0,11,3,7,1,6,50%,2,3,1,12,6,0
137,12436935,arsenal,175,4/6 (67%),54%,4,2,2,4,6,9,5/14 (36%),7,6/11 (55%),47%,1.92,26,0,2,2,2,16/37 (43%),0,2,10/24 (42%),1,209,26,,10,1,6,1,8,88%,1,11,2,11,8,1
137,12436935,man-utd,153,2/6 (33%),46%,0,0,0,0,18,0,1/4 (25%),4,4/8 (50%),53%,0.18,18,2,5,3,4,21/37 (57%),0,7,8/20 (40%),2,186,24,,2,1,2,1,12,50%,0,7,4,3,12,1
138,12436942,aston-villa,167,7/18 (39%),53%,3,3,0,3,16,8,4/14 (29%),3,6/12 (50%),56%,1.12,16,0,10,4,0,24/37 (65%),0,4,13/23 (57%),0,197,23,,9,3,5,2,9,100%,1,4,0,11,9,2
138,12436942,brentford,141,11/18 (61%),47%,1,0,1,3,13,3,2/12 (17%),3,0/6 (0%),44%,0.89,19,0,5,3,5,13/37 (35%),0,4,14/21 (67%),0,171,21,,6,3,1,1,9,44%,1,7,5,7,9,1
139,12436955,fulham,171,6/14 (43%),48%,0,0,0,0,6,3,1/11 (9%),1,8/14 (57%),56%,0.20,21,1,5,5,0,23/38 (61%),0,2,17/30 (57%),0,211,17,,2,1,1,0,10,40%,0,12,0,2,10,1
139,12436955,brighton,208,8/14 (57%),52%,1,1,0,1,15,2,2/6 (33%),4,6/12 (50%),44%,0.57,24,1,2,1,0,15/38 (39%),0,8,13/25 (52%),0,239,25,,2,2,1,2,7,57%,1,10,0,4,7,2
140,13015216,bournemouth,85,8/10 (80%),36%,5,5,0,3,13,4,3/8 (38%),5,5/11 (45%),49%,2.68,23,0,1,7,3,19/45 (42%),1,6,10/32 (31%),1,125,24,,14,8,5,2,13,69%,0,9,3,16,13,2
140,13015216,tottenham,193,2/10 (20%),64%,1,1,0,2,8,4,1/11 (9%),8,6/11 (55%),51%,0.57,25,0,9,9,5,26/45 (58%),0,6,7/15 (47%),3,232,27,,3,2,3,4,11,73%,1,13,5,7,11,0
142,12436990,aston-villa,156,5/10 (50%),45%,3,3,0,3,7,9,4/14 (29%),3,3/9 (33%),54%,1.30,28,2,9,1,0,27/49 (55%),0,2,3/10 (30%),0,188,29,,8,4,3,2,15,47%,1,4,0,10,15,1
142,12436990,southampton,212,5/10 (50%),55%,0,0,0,1,10,1,1/9 (11%),7,1/9 (11%),46%,0.10,11,0,12,4,2,22/49 (45%),0,7,8/16 (50%),1,235,26,,1,0,0,0,9,33%,0,5,2,1,9,3
143,12436450,brentford,134,6/14 (43%),42%,3,1,2,1,18,2,0/8 (0%),2,6/10 (60%),51%,1.05,33,1,4,5,1,21/39 (54%),0,2,12/28 (43%),1,176,29,,4,1,5,3,13,46%,2,5,1,7,13,2
143,12436450,newcastle,209,8/14 (57%),58%,1,1,0,1,14,2,2/13 (15%),7,7/13 (54%),49%,0.50,22,1,5,2,3,18/39 (46%),0,2,3/15 (20%),2,237,27,,4,5,1,3,6,33%,0,14,3,7,6,0
144,12436445,crystal-palace,93,3/7 (43%),25%,1,0,1,5,17,4,3/8 (38%),4,4/5 (80%),59%,0.83,17,,4,0,1,19/30 (63%),0,3,9/21 (43%),2,125,24,0,3,0,2,4,11,45%,0,8,1,7,11,1
144,12436445,man-city,346,4/7 (57%),75%,1,0,1,3,6,7,2/9 (22%),7,3/7 (43%),41%,0.44,46,,3,0,1,11/30 (37%),0,5,10/24 (42%),1,396,25,1,4,0,2,1,5,80%,1,9,1,5,5,2
145,12436449,man-utd,257,9/17 (53%),71%,0,0,0,4,3,3,3/15 (20%),8,6/9 (67%),54%,0.66,39,1,5,3,0,21/39 (54%),0,4,10/20 (50%),0,303,29,,6,3,3,4,10,80%,0,12,0,10,10,0
145,12436449,forest,82,8/17 (47%),29%,0,0,0,1,17,0,2/3 (67%),3,3/10 (30%),46%,0.46,17,1,5,7,2,18/39 (46%),0,2,9/29 (31%),1,125,33,,3,2,2,2,11,36%,0,5,2,5,11,1
146,12436459,fulham,74,5/11 (45%),31%,0,0,0,0,9,0,0/5 (0%),2,4/6 (67%),64%,0.12,15,0,7,7,2,27/39 (69%),0,4,11/34 (32%),0,121,26,,1,0,1,0,16,63%,0,5,2,1,16,4
146,12436459,arsenal,230,6/11 (55%),69%,3,2,1,0,7,2,7/19 (37%),6,2/12 (17%),36%,1.51,34,3,7,0,1,12/39 (31%),0,2,10/20 (50%),1,264,32,,6,4,3,1,4,75%,0,10,1,7,4,2
147,12436462,ipswich,139,12/24 (50%),43%,0,0,0,5,13,1,1/3 (33%),3,5/9 (56%),57%,0.48,27,,7,8,3,24/39 (62%),0,2,13/32 (41%),,191,36,,6,2,1,2,12,58%,1,9,3,8,12,0
147,12436462,bournemouth,203,12/24 (50%),57%,4,2,2,4,13,7,0/10 (0%),4,6/14 (43%),43%,2.01,36,,3,2,1,15/39 (38%),0,6,14/28 (50%),,250,44,,9,5,5,5,7,71%,1,11,1,14,7,1
148,12436444,leicester,235,8/11 (73%),56%,2,0,2,3,5,2,3/11 (27%),5,10/17 (59%),54%,1.15,28,1,4,5,1,23/46 (50%),0,5,9/24 (38%),0,283,22,,4,1,2,2,9,44%,,15,1,6,9,1
148,12436444,brighton,186,3/11 (27%),44%,0,0,0,2,13,1,2/3 (67%),5,6/10 (60%),46%,0.82,14,1,5,3,0,23/46 (50%),0,2,11/25 (44%),0,224,27,,2,2,2,4,12,75%,,6,0,6,12,1
149,12436441,tottenham,144,3/8 (38%),44%,3,2,1,3,7,2,3/7 (43%),8,5/7 (71%),44%,1.43,22,2,7,3,2,18/40 (45%),0,2,9/18 (50%),1,174,23,,6,3,2,2,6,83%,1,9,2,8,6,1
149,12436441,chelsea,187,5/8 (63%),56%,2,0,2,2,3,6,1/6 (17%),1,5/10 (50%),56%,2.18,25,3,5,4,1,22/40 (55%),0,3,9/27 (33%),1,228,21,,7,2,5,2,10,60%,0,8,1,9,10,2
150,12436454,west-ham,148,10/19 (53%),50%,0,0,0,2,10,2,2/5 (40%),3,7/10 (70%),52%,0.20,23,1,11,6,2,22/42 (52%),0,2,11/30 (37%),4,200,27,,4,3,2,3,4,50%,0,11,2,7,4,4
150,12436454,wolves,147,9/19 (47%),50%,1,0,1,2,7,0,3/7 (43%),2,6/8 (75%),48%,0.86,27,2,8,2,0,20/42 (48%),0,3,20/38 (53%),1,195,30,,7,5,3,3,6,33%,0,9,0,10,6,3
151,13344418,everton,125,11/25 (44%),43%,0,,0,1,24,1,2/9 (22%),5,4/11 (36%),51%,0.35,36,1,10,0,1,25/45 (56%),0,2,21/38 (55%),2,170,26,1,5,4,2,2,11,55%,0,13,1,7,11,2
151,13344418,liverpool,179,14/25 (56%),57%,1,,1,1,18,2,0/4 (0%),7,5/9 (56%),49%,0.39,36,0,3,5,1,20/45 (44%),0,4,9/35 (26%),1,232,18,1,2,0,2,1,12,58%,0,13,1,3,12,2
152,12436438,arsenal,321,8/15 (53%),80%,0,0,,2,2,3,6/15 (40%),10,9/17 (53%),45%,0.56,47,1,6,0,0,23/54 (43%),0,0,13/17 (76%),3,348,32,,6,1,3,0,9,67%,,13,0,6,9,0
152,12436438,everton,58,7/15 (47%),20%,0,0,,1,23,1,1/4 (25%),6,9/12 (75%),55%,0.00,20,0,5,2,3,31/54 (57%),0,3,7/27 (26%),2,88,31,,0,0,0,1,18,72%,,7,3,1,18,3
153,12436446,liverpool,204,9/17 (53%),60%,2,0,2,4,6,3,4/18 (22%),2,8/16 (50%),49%,1.61,28,2,2,5,1,16/34 (47%),0,6,15/24 (63%),0,236,19,0,12,5,3,0,7,71%,,11,1,12,7,2
153,12436446,fulham,130,8/17 (47%),40%,1,0,1,1,17,2,2/9 (22%),3,4/8 (50%),51%,0.65,20,0,5,6,1,18/34 (53%),0,3,13/24 (54%),1,159,21,0,3,3,2,3,10,60%,,5,1,6,10,1
154,12436460,newcastle,328,5/10 (50%),64%,4,1,3,3,6,2,2/6 (33%),5,5/11 (45%),50%,2.29,32,5,7,1,1,18/36 (50%),0,3,13/19 (68%),0,371,27,,10,4,6,3,6,83%,0,8,1,13,6,1
154,12436460,leicester,165,5/10 (50%),36%,0,0,0,0,12,0,0/4 (0%),2,4/8 (50%),50%,0.05,14,0,3,6,3,18/36 (50%),0,10,9/23 (39%),2,201,24,,1,0,1,0,11,18%,0,9,3,1,11,2
155,12436456,wolves,189,8/15 (53%),53%,0,0,,3,6,6,4/14 (29%),6,8/8 (100%),55%,0.85,34,0,3,2,1,23/41 (56%),0,4,16/32 (50%),2,236,36,1,8,3,5,3,12,58%,0,8,1,11,12,2
155,12436456,ipswich,170,7/15 (47%),47%,1,1,,2,14,2,2/8 (25%),7,5/10 (50%),45%,0.63,23,0,7,4,4,18/41 (44%),0,8,12/27 (44%),3,210,36,0,5,2,2,1,6,17%,0,5,4,6,6,3
156,12436447,forest,166,4/10 (40%),45%,3,1,2,3,17,3,3/10 (30%),5,3/7 (43%),40%,1.50,24,0,2,3,0,13/32 (41%),0,4,11/15 (73%),1,184,25,,8,3,6,4,8,88%,,3,0,12,8,0
156,12436447,aston-villa,200,6/10 (60%),55%,0,0,0,1,11,3,3/9 (33%),3,3/8 (38%),60%,0.29,27,1,7,4,4,19/32 (59%),0,3,11/19 (58%),1,227,20,,4,2,1,0,9,33%,,5,4,4,9,1
157,12436457,brighton,311,7/18 (39%),80%,1,1,0,6,4,7,6/20 (30%),7,9/13 (69%),53%,0.66,37,3,9,3,1,24/40 (60%),0,2,9/19 (47%),0,349,24,,7,1,4,4,8,100%,,9,1,11,8,0
157,12436457,crystal-palace,54,11/18 (61%),20%,2,1,1,1,26,1,1/3 (33%),6,2/4 (50%),47%,1.05,15,0,3,4,4,16/40 (40%),0,7,6/28 (21%),0,89,23,,5,3,2,1,11,64%,,6,4,6,11,3
158,12436451,man-city,200,3/8 (38%),50%,0,0,0,1,3,4,0/9 (0%),9,5/12 (42%),46%,0.22,39,0,7,5,1,22/46 (48%),0,6,11/20 (55%),0,233,15,,1,2,0,2,10,60%,1,11,1,3,10,0
158,12436451,man-utd,205,5/8 (63%),50%,3,1,2,1,10,1,4/6 (67%),5,6/11 (55%),54%,1.96,16,1,1,2,0,24/46 (52%),0,9,12/24 (50%),2,232,26,,5,2,3,1,16,31%,2,5,0,6,16,0
159,12436461,chelsea,183,6/15 (40%),55%,2,2,0,4,10,2,3/13 (23%),2,3/10 (30%),49%,1.21,27,2,6,1,3,22/42 (52%),0,4,11/27 (41%),0,220,37,1,7,4,3,4,13,62%,0,8,3,11,13,2
159,12436461,brentford,142,9/15 (60%),45%,4,3,1,1,10,3,3/11 (27%),6,3/10 (30%),51%,1.46,24,0,10,6,2,20/42 (48%),1,4,9/25 (36%),1,183,33,0,6,3,4,2,9,100%,2,4,2,8,9,2
160,12436458,southampton,246,6/8 (75%),48%,1,1,0,2,3,2,3/7 (43%),6,2/5 (40%),57%,0.30,22,0,7,3,1,14/27 (52%),0,7,9/15 (60%),2,270,24,,3,3,2,4,5,100%,0,3,1,7,5,0
160,12436458,tottenham,260,2/8 (25%),52%,1,1,0,0,5,2,1/5 (20%),1,3/7 (43%),43%,0.44,26,0,1,4,3,13/27 (48%),0,6,5/15 (33%),0,290,26,,1,1,1,1,9,56%,0,5,3,2,9,2
161,12436465,bournemouth,177,12/22 (55%),60%,0,0,0,8,6,9,6/22 (27%),3,2/6 (33%),61%,1.31,39,2,6,2,0,18/27 (67%),0,3,20/39 (51%),1,236,31,,11,5,7,9,10,70%,0,12,0,20,10,0
161,12436465,west-ham,105,10/22 (45%),40%,1,0,1,3,22,2,3/8 (38%),3,1/8 (13%),39%,1.26,28,1,1,6,6,9/27 (33%),0,4,9/45 (20%),0,163,28,,5,3,1,2,7,57%,0,5,6,7,7,1
162,12436453,aston-villa,243,1/2 (50%),55%,1,1,0,1,3,1,0/2 (0%),0,6/9 (67%),62%,0.44,21,1,6,4,2,20/32 (63%),1,2,10/23 (43%),1,278,20,,5,2,2,0,8,50%,2,7,2,5,8,1
162,12436453,man-city,199,1/2 (50%),45%,1,0,1,1,8,1,1/4 (25%),3,5/10 (50%),38%,0.50,23,1,4,2,1,12/32 (38%),0,1,6/10 (60%),0,223,24,,2,2,3,4,3,33%,0,4,1,6,3,3
163,12436463,brentford,243,9/21 (43%),67%,1,1,0,2,5,5,3/27 (11%),7,8/15 (53%),51%,0.30,32,3,9,3,2,25/46 (54%),0,8,12/19 (63%),1,274,23,,3,0,1,0,8,50%,,7,2,3,8,2
163,12436463,forest,106,12/21 (57%),33%,0,0,0,1,36,1,1/4 (25%),3,2/7 (29%),49%,0.49,22,0,5,3,1,21/46 (46%),0,6,8/23 (35%),2,143,24,,4,2,3,2,14,43%,,8,1,6,14,3
164,12436467,ipswich,161,4/8 (50%),35%,0,0,0,3,2,1,1/3 (33%),5,2/6 (33%),36%,0.42,26,,4,4,1,9/28 (32%),0,3,11/20 (55%),1,191,27,,5,2,1,1,4,75%,1,6,1,6,4,2
164,12436467,newcastle,318,4/8 (50%),65%,2,1,1,0,7,1,3/3 (100%),2,6/8 (75%),64%,0.50,18,,5,6,1,19/28 (68%),1,1,15/28 (54%),1,353,21,,5,3,2,0,9,67%,3,8,1,5,9,0
165,12436478,west-ham,94,10/21 (48%),38%,1,0,1,3,22,2,0/6 (0%),2,3/10 (30%),46%,1.01,23,0,7,5,4,19/42 (45%),0,4,11/39 (28%),1,146,29,,5,2,3,3,10,60%,0,12,4,8,10,0
165,12436478,brighton,200,11/21 (52%),62%,4,3,1,3,14,4,3/17 (18%),7,7/10 (70%),54%,0.87,33,1,7,0,2,23/42 (55%),1,6,17/25 (68%),0,236,28,,9,2,5,1,9,44%,1,8,2,10,9,1
166,12436464,crystal-palace,182,3/10 (30%),41%,2,2,0,2,14,2,2/5 (40%),8,2/5 (40%),48%,0.48,23,1,2,3,1,19/36 (53%),0,3,8/24 (33%),0,216,19,,3,1,3,3,15,40%,0,8,1,6,15,2
166,12436464,arsenal,272,7/10 (70%),59%,2,1,1,3,8,1,5/9 (56%),5,3/13 (23%),52%,1.39,26,0,4,0,3,17/36 (47%),0,6,7/12 (58%),0,304,21,,6,1,3,1,11,64%,1,11,3,7,11,0
167,12436466,everton,67,3/9 (33%),27%,2,2,,1,9,2,1/7 (14%),6,4/14 (29%),39%,0.88,17,1,5,8,1,24/61 (39%),0,3,12/32 (38%),0,100,20,,2,0,2,1,15,27%,,3,1,3,15,2
167,12436466,chelsea,250,6/9 (67%),73%,0,0,,3,6,3,1/10 (10%),5,14/24 (58%),61%,0.20,37,3,8,1,2,37/61 (61%),0,1,14/27 (52%),0,286,24,,1,0,1,3,16,69%,,7,2,4,16,1
168,12436468,fulham,221,8/14 (57%),60%,2,2,,2,10,5,7/21 (33%),4,4/8 (50%),54%,0.59,25,1,6,2,1,12/23 (52%),0,2,5/12 (42%),0,254,15,,5,1,4,2,2,50%,,15,1,7,2,1
168,12436468,southampton,142,6/14 (43%),40%,0,0,,2,26,4,3/11 (27%),0,0/2 (0%),46%,0.15,16,3,3,5,4,11/23 (48%),0,8,5/25 (20%),0,177,23,,2,1,1,2,8,38%,,5,4,4,8,2
169,12436469,leicester,243,3/7 (43%),52%,1,1,0,1,1,4,3/17 (18%),5,3/13 (23%),45%,0.62,30,2,6,4,1,19/42 (45%),0,5,9/13 (69%),0,277,25,,5,2,2,0,11,55%,2,10,1,5,11,0
169,12436469,wolves,232,4/7 (57%),48%,1,1,0,0,16,1,2/3 (67%),5,2/8 (25%),55%,0.69,15,1,6,3,2,23/42 (55%),1,5,16/30 (53%),0,263,33,,3,3,1,1,15,47%,0,3,2,4,15,0
